"rotorangle","Torque"
0.0,0.01202018882160192
0.125,0.05910757312091939
0.25,0.10695404047896193
0.375,0.1520538233385756
0.5,0.19256669731308007
0.625,0.2274532709201428
0.75,0.2580484476580858
0.875,0.2837713663553304
1.0,0.30395666594131504
1.125,0.31850425353388506
1.25,0.32764486804575366
1.375,0.3316810983933749
1.5,0.3308537723588554
1.625,0.3254914169326211
1.75,0.31633967378342337
1.875,0.3040831574200946
2.0,0.2885919830755145
2.125,0.2704107417771114
2.25,0.2499783981364404
2.375,0.22839156998187113
2.5,0.20626350361093296
2.625,0.18299731093729568
2.75,0.158772623884688
2.875,0.13446092495942255
3.0,0.11252018835469792
3.125,0.09220799533661152
3.25,0.07281467217800118
3.375,0.05493142475008398
3.5,0.03970972206697596
3.625,0.0272706886119808
3.75,0.016631623742998414
3.875,0.0077341570928357
4.0,-4.937456262223405e-05
4.125,-0.0067662117656975464
4.25,-0.012309809416830512
4.375,-0.016832333756675193
4.5,-0.02045659296259041
4.625,-0.023495620297828448
4.75,-0.02544029609640108
4.875,-0.02625414707822665
5.0,-0.025805265867605863
5.125,-0.024298842702035944
5.25,-0.022787070592507536
5.375,-0.021205451420078847
5.5,-0.019369427383523728
5.625,-0.017368143646013592
5.75,-0.016247459819680846
5.875,-0.015708755973414906
6.0,-0.01460332602645012
6.125,-0.013198735466037935
6.25,-0.011456249844838689
6.375,-0.00954686210067172
6.5,-0.007514792229833418
6.625,-0.005407598570361713
6.75,-0.0030789662088994063
6.875,-0.0005341053880619132
7.0,0.000975547654714744
7.125,0.0016858302576747025
7.25,0.002238540405110848
7.375,0.002516406580440482
7.5,0.002380436524912459
