"rotorangle","Torque"
0.0,0.007930307253290705
0.25,0.0889707958959268
0.5,0.1625070252311416
0.75,0.2224671883934784
1.0,0.2650908101949937
1.25,0.28875109287750417
1.5,0.2941503198678546
1.75,0.28311319957881226
2.0,0.2587481427439835
2.25,0.22498683081108495
2.5,0.185510020515244
2.75,0.1440842012767368
3.0,0.10421108833821696
3.25,0.06936267953953794
3.5,0.041188696211006445
3.75,0.02001663252532653
4.0,0.005481792130982339
4.25,-0.0038436779407938102
4.5,-0.009509143889888248
4.75,-0.012608636065154465
5.0,-0.013819524795124728
5.25,-0.01364815777524448
5.5,-0.012752359114026095
5.75,-0.011175547011755311
6.0,-0.009159150936109616
6.25,-0.006849657255017594
6.5,-0.00442562402344426
6.75,-0.001877900085379144
7.0,0.0007355105418987333
7.25,0.0032525647099764994
7.5,0.005586847631595872
