"rotorangle","Torque"
0.0,0.00306930918741983
0.125,0.044229178377925914
0.25,0.08445401681246312
0.375,0.12289856594682504
0.5,0.15852350514066352
0.625,0.19086694519596345
0.75,0.21900846309638008
0.875,0.24271028717011137
1.0,0.2617308293846908
1.125,0.2759349169966852
1.25,0.2854018322127239
1.375,0.29025060434819033
1.5,0.29073153541940133
1.625,0.2871794079286035
1.75,0.27975730057317
1.875,0.2692370725606892
2.0,0.2556853979194217
2.125,0.23977539589133112
2.25,0.22193085774651689
2.375,0.20266683191183033
2.5,0.18241481079307095
2.625,0.1618454754380129
2.75,0.14126392939011537
2.875,0.12120206086721456
3.0,0.10203371970088912
3.125,0.08413011604159024
3.25,0.06772457493100284
3.375,0.053068022552687805
3.5,0.04001962572805247
3.625,0.02889847486488271
3.75,0.019374825340527663
3.875,0.011559603176835976
4.0,0.005079437727470882
4.125,-1.3408693542244448e-05
4.25,-0.004072638471851673
4.375,-0.007171249520737654
4.5,-0.009553943402398544
4.625,-0.011173254835856048
4.75,-0.012326049762161407
4.875,-0.01301123835653184
5.0,-0.013402179531513344
5.125,-0.013333212216551888
5.25,-0.013201113701379552
5.375,-0.012689327247120784
5.5,-0.012057347244879616
5.625,-0.011234878609896536
5.75,-0.010293913880502593
5.875,-0.009198143128226432
6.0,-0.00803085820830676
6.125,-0.006761695339744804
6.25,-0.005501936612632099
6.375,-0.004038164753168947
6.5,-0.002692800025124388
6.625,-0.0012168063839820417
6.75,0.00011359377451488943
6.875,0.0015979959093743391
7.0,0.002962732340047619
7.125,0.0044656576280477445
7.25,0.005791459064601006
7.375,0.007159639369607167
7.5,0.008424659092203624
