"rotorangle","Torque"
0.0,0.013672482286146807
0.125,0.06093579753799232
0.25,0.10859844662216432
0.375,0.1540094195477132
0.5,0.19517467403176472
0.625,0.23032659043317896
0.75,0.26081885758646833
0.875,0.2860454050703342
1.0,0.30662156915900624
1.125,0.3216381338296651
1.25,0.33085989785082154
1.375,0.334597289755407
1.5,0.3333177410837456
1.625,0.32850351655025034
1.75,0.31977160973102464
1.875,0.3076086640002335
2.0,0.2918673037995737
2.125,0.27356559593731106
2.25,0.2538051228027195
2.375,0.23257617091686217
2.5,0.2104796567018832
2.625,0.18686985477369303
2.75,0.16256465213158655
2.875,0.1386658565051252
3.0,0.1168002777170584
3.125,0.09626833171398776
3.25,0.07637311135335206
3.375,0.05851505545001991
3.5,0.04357043413734501
3.625,0.031086490853476086
3.75,0.020160771962569456
3.875,0.010771463268051904
4.0,0.0030943405034265887
4.125,-0.003417500119942173
4.25,-0.00899578562427828
4.375,-0.013804451306083343
4.5,-0.017816460736141175
4.625,-0.020532052377780583
4.75,-0.022195246853367656
4.875,-0.022982739739893985
5.0,-0.022776887110413688
5.125,-0.021391793444150167
5.25,-0.019367323273366863
5.375,-0.01757102164802043
5.5,-0.0158291910621326
5.625,-0.014289568979138703
5.75,-0.013406632544251895
5.875,-0.012575913782349743
6.0,-0.011443378925789408
6.125,-0.010267879979476072
6.25,-0.00902482009955868
6.375,-0.007023206459245029
6.5,-0.004591039540303114
6.625,-0.002413617312400457
6.75,-0.0002679207584917395
6.875,0.0018623710503919207
7.0,0.0036084920644746505
7.125,0.004632894126825536
7.25,0.0052110748801596
7.375,0.00520959942488715
7.5,0.004660181146678347
