"rotorangle","Torque"
0.0,0.0037667296987492216
0.125,0.04395141724617082
0.25,0.08362713278190607
0.375,0.12092856909855376
0.5,0.1561007282306139
0.625,0.18783179901877048
0.75,0.21538948589637696
0.875,0.23886762616777407
1.0,0.2575562008300278
1.125,0.2715950423585858
1.25,0.28095770929721026
1.375,0.2857342635054863
1.5,0.28616054827774934
1.625,0.28254500048890113
1.75,0.2752646734579961
1.875,0.2645903818596127
2.0,0.25118613638860365
2.125,0.23527580756335953
2.25,0.2174141059433584
2.375,0.19833353962297953
2.5,0.1780717291826976
2.625,0.1575804860366756
2.75,0.13716202758965457
2.875,0.11706384984746808
3.0,0.09819621452111664
3.125,0.08031157601762888
3.25,0.06399992271323938
3.375,0.04949025004178837
3.5,0.03654392017139933
3.625,0.025464766908851664
3.75,0.01598064423385276
3.875,0.008046514275659016
4.0,0.0015391377806254073
4.125,-0.003744341215724839
4.25,-0.007905899051380005
4.375,-0.011155631718917616
4.5,-0.013578807009139344
4.625,-0.015337082975320328
4.75,-0.01656409492556948
4.875,-0.01730154957595229
5.0,-0.017682879695816094
5.125,-0.01774067170202892
5.25,-0.017508906927261984
5.375,-0.01707273061539884
5.5,-0.016426537508894928
5.625,-0.015648623663500824
5.75,-0.014774948915890016
5.875,-0.01381381362706384
6.0,-0.012808711833412367
6.125,-0.011763538782027488
6.25,-0.010668449392915712
6.375,-0.00955474282164476
6.5,-0.008396900726998583
6.625,-0.007215570999525772
6.75,-0.006038801955149997
6.875,-0.004816560793072064
7.0,-0.0035912408214105462
7.125,-0.0023466291202080274
7.25,-0.0010646089625788169
7.375,0.00022100484967838008
7.5,0.0015466068369277
