"rotorangle","Torque"
0.0,0.011375074637251936
0.25,0.10647468857369408
0.5,0.1930135905481216
0.75,0.2588232216354028
1.0,0.3048214554931275
1.25,0.32906720479305046
1.5,0.3318648070325012
1.75,0.3181016162515818
2.0,0.29022749700887845
2.25,0.25196820692663696
2.5,0.2084377797245789
2.75,0.1604282025300681
3.0,0.11446507248182888
3.25,0.07409166269660536
3.5,0.04129103358252172
3.75,0.017991042834469687
4.0,0.0010612416724716193
4.25,-0.010965823839780111
4.5,-0.019650300378783014
4.75,-0.024038501639597816
5.0,-0.024527123534241368
5.25,-0.021084718426420623
5.5,-0.017489380610214208
5.75,-0.014897309697195984
6.0,-0.012965969498194351
6.25,-0.010421714816977687
6.5,-0.00607812860136158
6.75,-0.001764288949419759
7.0,0.0020977298644035817
7.25,0.003606150135455209
7.5,0.003129407799373029
