"rotorangle","Torque"
0.0,0.012020220250035017
0.125,0.05912956224446117
0.25,0.10699703911227208
0.375,0.152118076595344
0.5,0.19265746781993728
0.625,0.2275703773055213
0.75,0.2581951868557757
0.875,0.283948918763731
1.0,0.30417426748387055
1.125,0.3187535422334795
1.25,0.32790346305707296
1.375,0.3319409309554196
1.5,0.33110689887420663
1.625,0.32571309361706746
1.75,0.3164972038843295
1.875,0.3041646690577426
2.0,0.28858973205271526
2.125,0.2703252035359828
2.25,0.24984070257816512
2.375,0.22827432183867247
2.5,0.20623543463191688
2.625,0.18313766455897512
2.75,0.15916642744678136
2.875,0.13515370223324735
3.0,0.11348758043342023
3.125,0.0934099939343612
3.25,0.07418123055797149
3.375,0.056378543346744595
3.5,0.04118950577406114
3.625,0.028707984340872145
3.75,0.017898413061050753
3.875,0.008755252790081831
4.0,0.0007907584735897481
4.125,-0.00608756791025611
4.25,-0.011850978391874328
4.375,-0.016635985985493432
4.5,-0.02049819867701749
4.625,-0.023744838996070303
4.75,-0.025885999313567512
4.875,-0.026887715701578625
5.0,-0.026621185536612888
5.125,-0.025248140785123264
5.25,-0.023767068600376192
5.375,-0.022123465647886857
5.5,-0.020180947323088255
5.625,-0.01801253616100544
5.75,-0.01668793234584611
5.875,-0.015970705323972663
6.0,-0.014767494975258784
6.125,-0.01332392649272812
6.25,-0.011628079788046768
6.375,-0.00984360198949776
6.5,-0.007936368837686354
6.625,-0.005923398831898094
6.75,-0.0036879879919858895
6.875,-0.001194325814163008
7.0,0.00033937236442189734
7.125,0.0011006024571665089
7.25,0.0017050902236102072
7.375,0.0020537937929481433
7.5,0.0019920697224600175
