agros2d,0.005503913685379995,612.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
agros2d,0.0022957278475199986,507.0,13.625,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
agros2d,0.0027013718218900015,544.0,10.0,13.625,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
agros2d,0.004075547630969999,521.0,10.0,10.0,13.625,10.0,10.0,10.0,10.0,10.0,10.0,10.0
agros2d,0.005580849705200002,484.0,10.0,10.0,10.0,13.625,10.0,10.0,10.0,10.0,10.0,10.0
agros2d,0.006575978952689996,517.0,10.0,10.0,10.0,10.0,14.75,10.0,10.0,10.0,10.0,10.0
agros2d,0.007006108653780005,449.0,10.0,10.0,10.0,10.0,10.0,14.75,10.0,10.0,10.0,10.0
agros2d,0.007034125787340004,511.0,10.0,10.0,10.0,10.0,10.0,10.0,14.75,10.0,10.0,10.0
agros2d,0.006848152635930002,499.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,14.75,10.0,10.0
agros2d,0.006616799349649998,540.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,14.75,10.0
agros2d,0.006464939627050003,502.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,14.75
agros2d,0.021358784638190006,474.0,6.375,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
agros2d,0.014447276812370001,616.0,10.0,6.375,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
agros2d,0.008329988648709995,592.0,10.0,10.0,6.375,10.0,10.0,10.0,10.0,10.0,10.0,10.0
agros2d,0.006057711828349998,609.0,10.0,10.0,10.0,6.375,10.0,10.0,10.0,10.0,10.0,10.0
agros2d,0.005442237270880004,546.0,10.0,10.0,10.0,10.0,5.25,10.0,10.0,10.0,10.0,10.0
agros2d,0.0011335344332899953,579.0,10.0,10.0,10.0,10.0,10.0,5.25,10.0,10.0,10.0,10.0
agros2d,0.0025394003431099964,585.0,10.0,10.0,10.0,10.0,10.0,10.0,5.25,10.0,10.0,10.0
agros2d,0.003938036871420002,537.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.25,10.0,10.0
agros2d,0.004655073222750001,593.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.25,10.0
agros2d,0.005070814003539996,532.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.25
agros2d,0.0071530461130000006,1455.0,11.545231026339415,11.279899984818924,10.687570464206102,10.082346474372196,9.751735907819393,1.717402067334744,8.78653235673695,9.291405555941841,9.541855591984014,9.681733362311485
agros2d,0.0031777046752499982,1738.0,10.026231120361103,9.70588327655677,9.585955761302923,9.945432487097083,10.155610544226574,3.3786340410071007,11.107623458639992,10.537291363008793,10.321941488163109,10.214635801801405
agros2d,0.0007364814418499973,857.0,10.3625,10.0,10.0,10.0,10.0,5.725,10.0,10.0,10.0,10.0
agros2d,0.001691081489519994,1984.0,10.750198874279716,10.322371308421278,10.229273989663067,10.029112828574583,9.917056220271089,6.236137138240093,9.307633550716488,9.699079595396235,9.825139629776746,9.884750263288776
agros2d,0.0009192581588099952,837.0,10.081940479038796,10.0,10.0,10.0,10.0,6.0257879503722,10.0,10.0,10.0,10.0
agros2d,0.0008490897239399964,3719.0,10.4129000650702,10.143565432713304,10.135945957172034,10.016677907626953,9.948281996671001,5.738615444746488,10.354724988300097,9.883662578422458,9.913600777218194,9.936951737329993
agros2d,0.0013729303850200034,1189.0,10.389370287728966,10.26870287728965,10.0,10.0,10.0,5.408115917127379,10.0,10.0,10.0,10.0
agros2d,0.0006196904022799919,3387.0,10.448362245340459,9.667809717811735,10.078124739979843,10.009553417091395,9.970097450001605,5.696893532598359,10.059589782165162,9.936962911415304,9.951420246048386,9.964089715811317
agros2d,0.0008271956395,3016.0,10.601420405745598,9.524748936428152,9.877361635075815,9.986973053020527,10.039042121449056,5.584837900631593,10.063098602165647,10.13507931761753,10.07766340756655,10.051667979375003
agros2d,0.0010561420592999997,3197.0,10.481760004307892,9.643065415428685,9.813923892890768,10.010265035263195,9.967870058717578,5.376362278901117,10.06402852606556,9.93226738338537,9.94780162086298,9.961414818385743
agros2d,0.0005999202572700055,2897.0,10.459479439126548,9.646826750362019,10.387406119194067,9.982725662429004,10.04213198176752,5.6661901672246655,9.964049467555704,10.067640084288417,10.082649654156434,10.06219075824851
agros2d,0.0010986358062399938,1954.0,10.493394629695496,9.620758254047805,10.4160014190948,9.981450605482417,10.045241836244164,5.346302107276722,9.961395879483904,10.072632748058316,9.73814223347131,10.066781195247465
agros2d,0.0006181093890499961,1651.0,10.459647833894685,9.620206075043296,10.407120325023453,10.018965746742767,9.936767082685682,5.648037795966595,9.937984169687793,9.794963226183015,10.423195754988871,9.92416589164326
agros2d,0.0009505519424000022,2891.0,10.492844853840941,9.621180832532483,10.415537880333096,9.981471274554613,10.045191424529714,5.351487592853247,9.96143889497712,10.072551815415906,10.08865131549774,10.411631291733418
agros2d,0.0006355968476399951,2561.0,10.497899445586958,9.678098624782194,10.426655317948999,10.004839084387052,9.993980760003845,6.005691005117309,10.076205273085865,10.275400699538544,10.289237633099996,10.018311232277357
agros2d,0.0007059064680400005,1831.0,10.455363178698178,9.644388898820903,10.379436365943581,9.857705331008468,10.366187091818556,5.6164324498971965,10.010646743462207,10.096946261725789,10.125949346595783,9.768512074093705
agros2d,0.0006835563592500009,1691.0,10.393025415858618,9.594323870364462,10.37789084990224,9.902518378014916,10.165795646195427,5.913147416739453,9.710809821701444,9.891048785168028,10.106120721136712,10.235285776119499
agros2d,0.0010817232446100056,2894.0,10.492992336828062,9.621067471538732,10.415662229339434,9.717070321010679,10.045204947986903,5.350096533394813,9.961427355631804,10.07257352642369,10.088677844253635,10.066726744718599
agros2d,0.0006388676346000045,2572.0,10.410598186982284,9.65966728863362,10.372178680457322,10.317123942698768,10.048364479904153,5.6893902354831685,9.839914582973512,10.130766750595212,10.108055710531518,9.971498590714516
agros2d,0.0011707769319200026,3151.0,10.492942472780738,9.621105798928673,10.415620186898758,9.981467604526369,10.0452003757015,5.350566851063435,9.615497584496651,10.072566185924689,10.088668874872385,10.066719995596333
agros2d,0.0006060935504800069,2140.0,10.423738601496062,9.586724718391396,10.478442119066926,10.051709834842883,10.073894371208777,5.887805774027098,10.249634572564869,9.841738371357389,10.006073836376547,10.141261310215128
agros2d,0.0005376212062299921,2457.0,10.425795324978415,9.672717632612349,10.359005649381045,9.718245834431878,10.039043315850625,5.983898714490692,9.966684975775271,10.062681437336789,10.076590666206503,10.057631597551822
agros2d,0.0007237911308000007,1457.0,10.445278261170671,9.68508437687358,10.323195914954464,9.746012639177664,9.834705911158357,6.1741202591366635,9.981883268053464,10.31734052240864,9.875987085142356,10.252369972171602
agros2d,0.0010528717844799983,2842.0,10.393487242164838,9.697550845211664,10.331765368498832,9.739624502491953,10.396496697214987,6.288628534919144,9.969212820724351,10.057925356305477,10.070779194258867,10.053258683343623
agros2d,0.0009611720609400036,1387.0,10.37605395179875,9.678631248829957,10.391871024619148,9.575722100084832,9.736539149367008,6.030809114432969,9.991333460000154,9.796886773911723,10.16309430183501,9.947458822958682
agros2d,0.001027476152549999,1947.0,10.393414204282003,9.697606984886765,10.331703787238968,9.739672832585136,10.03607412795968,6.289317428192365,9.969218535345187,10.057914604380297,10.070766056444107,10.414479450682686
agros2d,0.0007177616681300061,1243.0,10.439169895409607,9.666469324020532,10.343823722070221,9.662886575323391,10.00928081790401,6.009450184663487,9.87734764346057,10.398135700617436,10.02908917008362,9.748945239811873
agros2d,0.0007781007162999971,1848.0,10.458196373440169,9.647812963104897,10.386324313446293,9.696805649823611,10.042014331018647,5.678292042116602,9.964149857019645,9.705998244743665,10.082418860509952,10.062017094704238
agros2d,0.00094265167806999,2178.0,10.222165366704953,9.63196141186913,10.418781576191483,9.827820855231865,10.064686482366325,5.813036716148746,10.089683205638813,10.31662900711944,10.156217352102866,10.152588017524675
agros2d,0.001344655360769997,3614.0,10.391843291728255,9.409764490236324,10.33037928589197,9.740712325340919,10.035930083083159,6.304134274588812,9.969341446487496,10.057683349946481,10.070483485847426,10.053036173878633
agros2d,0.0009125094580899979,2107.0,10.626437566964617,9.941061861737916,10.438482873292863,9.759126902791001,10.101651005618619,5.898552557320845,9.939776807724865,10.122323050214161,10.094390763054903,10.115485278846894
agros2d,0.0005710569460600041,2229.0,10.440072312270134,9.747250246914934,10.248755676606883,9.81445698821663,10.002048488123245,5.941017123327398,9.938074520347465,10.032637059662575,10.046150934451594,9.99518954877587
agros2d,0.0006261672963799999,2673.0,10.468420021490747,9.63995468110638,10.39494429396775,9.690040532274002,10.042951788751433,6.057366430411581,9.96334993963566,10.068956229676447,10.084257856781916,10.063400870277613
agros2d,0.0007278917951500066,3223.0,10.393953300718476,9.715332064878696,10.337548755492517,9.692226599253761,10.056124914245059,5.906967468050101,9.988288300474087,10.075801837431637,10.068923128787906,10.077172614255806
agros2d,0.0006041409752999996,2650.0,10.416389845480913,9.680641993598565,10.38479976080211,9.703854334460374,10.039043379815974,6.0052701398395785,9.961521610825725,10.058804219027941,10.076533216286343,10.057950974990671
agros2d,0.000614608470810006,2669.0,10.43749762585607,9.6561902567899,10.360050883722126,9.743422059386027,10.025444343460459,5.968691339262485,9.969392712700234,10.065728266069646,10.076801599560527,10.052240018965147
agros2d,0.0006727258488699998,3030.0,10.422023557859282,9.653892665578194,10.342704664690471,9.706224142833204,10.04914262682289,5.97893040042329,9.962955681539173,10.076191163379201,10.087870678305936,10.079279337164529
agros2d,0.0007208559334400014,2251.0,10.430674933038308,9.681429455943006,10.347482189742836,9.720479913468468,10.048443278347213,6.002166152417459,9.996480963082654,10.047351883949203,10.079448541503307,10.040442626691936
agros2d,0.0006242991219900067,2463.0,10.424509461420023,9.667127339617496,10.360013700253926,9.719941380546551,10.050732001371108,5.985356192267246,9.973953121090197,10.051513399764902,10.036405430194947,10.073815465033825
agros2d,0.0005870556978600058,2847.0,10.43485838559482,9.682153659629781,10.351751374292737,9.715442166207817,10.036821491945789,5.989183657661633,9.92552427747555,10.05763829751831,10.070645887914056,10.04922681337139
agros2d,0.0005712385192600052,2385.0,10.428109972881428,9.67049998621546,10.360605018604685,9.729163083765075,10.064652974982616,5.955132506877841,9.970126416413935,10.065363776226542,10.080454591100793,10.034998575045865
