Bz, 1e-06, 1e-06, 0.00175278676089
Br, 1e-06, 1e-06, -1.913329434e-09
Bz, 1e-06, 0.00125075, 0.00175756912781
Br, 1e-06, 0.00125075, -1.913329434e-09
Bz, 1e-06, 0.0025004999999999997, 0.00176235149473
Br, 1e-06, 0.0025004999999999997, -1.913329434e-09
Bz, 1e-06, 0.00375025, 0.00190923275788
Br, 1e-06, 0.00375025, -7.16981396612e-08
Bz, 1e-06, 0.005, 0.00208844225796
Br, 1e-06, 0.005, 1.54371498808e-05
Bz, 0.0005564444444444444, 1e-06, 0.00174915679043
Br, 0.0005564444444444444, 1e-06, -1.06466153394e-06
Bz, 0.0005564444444444444, 0.00125075, 0.00175393915735
Br, 0.0005564444444444444, 0.00125075, -1.06466153394e-06
Bz, 0.0005564444444444444, 0.0025004999999999997, 0.00175872152427
Br, 0.0005564444444444444, 0.0025004999999999997, -1.06466153394e-06
Bz, 0.0005564444444444444, 0.00375025, 0.00187845374792
Br, 0.0005564444444444444, 0.00375025, -3.98960314915e-05
Bz, 0.0005564444444444444, 0.005, 0.002057663248
Br, 0.0005564444444444444, 0.005, -5.52535327195e-05
Bz, 0.0011118888888888888, 1e-06, 0.00174552464026
Br, 0.0011118888888888888, 1e-06, -2.12740973845e-06
Bz, 0.0011118888888888888, 0.00125075, 0.00175030700718
Br, 0.0011118888888888888, 0.00125075, -2.12740973845e-06
Bz, 0.0011118888888888888, 0.0025004999999999997, 0.00178015093162
Br, 0.0011118888888888888, 0.0025004999999999997, -3.91235039384e-05
Bz, 0.0011118888888888888, 0.00375025, 0.00182179176582
Br, 0.0011118888888888888, 0.00375025, -7.77052128669e-05
Bz, 0.0011118888888888888, 0.005, 0.00202686575584
Br, 0.0011118888888888888, 0.005, -0.00012594421532
Bz, 0.0016673333333333332, 1e-06, 0.00174189249008
Br, 0.0016673333333333332, 1e-06, -3.19015794296e-06
Bz, 0.0016673333333333332, 0.00125075, 0.001746674857
Br, 0.0016673333333333332, 0.00125075, -3.19015794296e-06
Bz, 0.0016673333333333332, 0.0025004999999999997, 0.00177125547266
Br, 0.0016673333333333332, 0.0025004999999999997, -3.28951772257e-05
Bz, 0.0016673333333333332, 0.00375025, 0.00179801130829
Br, 0.0016673333333333332, 0.00375025, -8.13426180679e-05
Bz, 0.0016673333333333332, 0.005, 0.00199606826369
Br, 0.0016673333333333332, 0.005, -0.00019663489792
Bz, 0.0022227777777777775, 1e-06, 0.0017382603399
Br, 0.0022227777777777775, 1e-06, -4.25290614747e-06
Bz, 0.0022227777777777775, 0.00125075, 0.00174304270682
Br, 0.0022227777777777775, 0.00125075, -4.25290614747e-06
Bz, 0.0022227777777777775, 0.0025004999999999997, 0.00175810709703
Br, 0.0022227777777777775, 0.0025004999999999997, -2.6666850513e-05
Bz, 0.0022227777777777775, 0.00375025, 0.0017774170851
Br, 0.0022227777777777775, 0.00375025, -8.49800232689e-05
Bz, 0.0022227777777777775, 0.005, 0.00188172211741
Br, 0.0022227777777777775, 0.005, -0.000393518806828
Bz, 0.002778222222222222, 1e-06, 0.00173462818972
Br, 0.002778222222222222, 1e-06, -5.31565435198e-06
Bz, 0.002778222222222222, 0.00125075, 0.00173941055664
Br, 0.002778222222222222, 0.00125075, -5.31565435198e-06
Bz, 0.002778222222222222, 0.0025004999999999997, 0.00174325663626
Br, 0.002778222222222222, 0.0025004999999999997, -2.04385238003e-05
Bz, 0.002778222222222222, 0.00375025, 0.00175809804376
Br, 0.002778222222222222, 0.00375025, -8.86174284699e-05
Bz, 0.002778222222222222, 0.005, 0.0018006311651
Br, 0.002778222222222222, 0.005, -0.00028657038763
Bz, 0.003333666666666666, 1e-06, 0.00173099603954
Br, 0.003333666666666666, 1e-06, -6.37840255649e-06
Bz, 0.003333666666666666, 0.00125075, 0.0017365775509
Br, 0.003333666666666666, 0.00125075, -1.24167866691e-05
Bz, 0.003333666666666666, 0.0025004999999999997, 0.00172755487763
Br, 0.003333666666666666, 0.0025004999999999997, -1.42101970876e-05
Bz, 0.003333666666666666, 0.00375025, 0.0017394167846
Br, 0.003333666666666666, 0.00375025, -9.22548336709e-05
Bz, 0.003333666666666666, 0.005, 0.00171955312821
Br, 0.003333666666666666, 0.005, -0.000179621968431
Bz, 0.003889111111111111, 1e-06, 0.00172736388936
Br, 0.003889111111111111, 1e-06, -7.44115076101e-06
Bz, 0.003889111111111111, 0.00125075, 0.00172310351543
Br, 0.003889111111111111, 0.00125075, -6.18845995639e-06
Bz, 0.003889111111111111, 0.0025004999999999997, 0.00171136656927
Br, 0.003889111111111111, 0.0025004999999999997, -7.98187037495e-06
Bz, 0.003889111111111111, 0.00375025, 0.00172110004269
Br, 0.003889111111111111, 0.00375025, -9.58922388719e-05
Bz, 0.003889111111111111, 0.005, 0.00163848247298
Br, 0.003889111111111111, 0.005, -7.2673549233e-05
Bz, 0.004444555555555556, 1e-06, 0.00172373173919
Br, 0.004444555555555556, 1e-06, -8.50389896552e-06
Bz, 0.004444555555555556, 0.00125075, 0.00170864692978
Br, 0.004444555555555556, 0.00125075, 3.98667562935e-08
Bz, 0.004444555555555556, 0.0025004999999999997, 0.00169487412627
Br, 0.004444555555555556, 0.0025004999999999997, -1.75354366227e-06
