0.0,0.0001590656928159142,23888
0.25,0.02730868925795618,23864
0.5,0.05848288958351554,23936
0.75,0.09509222754517956,23936
1.0,0.1380739465759274,23864
1.25,0.1796867452081835,23936
1.5,0.2143041472299588,23832
1.75,0.2285271306658232,23888
2.0,0.2213779131974942,23832
2.25,0.194716555779564,23988
2.5,0.1552169523846068,23832
2.75,0.1162465453386647,23942
3.0,0.07746598120985437,23832
3.25,0.04802085186099397,23936
3.5,0.02319289412726667,23942
3.75,-0.0001347900149954646,23936
4.0,-0.02219917920246484,23888
4.25,-0.04669934835176523,23936
4.5,-0.07677683428536904,23942
4.75,-0.1141989376752232,23942
5.0,-0.1552864205071795,23988
5.25,-0.1935451137218078,23888
5.5,-0.2212545405495179,23832
5.75,-0.2287419702173633,23832
6.0,-0.2119478580005075,23988
6.25,-0.1771552229447465,23832
6.5,-0.137129172273809,23942
6.75,-0.09606086267097069,24138
7.0,-0.05892621141021866,23936
7.25,-0.02691342677334473,23942
7.5,5.177150474198921e-05,23832
