0.0,-0.0009039727422927207,21212
0.25,0.0266489651842796,21250
0.5,0.05779381421530434,21250
0.75,0.0944496047074092,21354
1.0,0.135482263842059,21482
1.25,0.1782533368666794,21482
1.5,0.2128841584311755,21354
1.75,0.2289886833930339,21356
2.0,0.2220283557673355,21256
2.25,0.1954272068748548,21356
2.5,0.1550286608666243,21318
2.75,0.1174261011441019,21354
3.0,0.0801453386767585,21250
3.25,0.04789492935445613,21250
3.5,0.0218326083830205,21250
3.75,0.0003320638823845335,21256
4.0,-0.02094235208042301,21256
4.25,-0.04643001158145188,21250
4.5,-0.0774039639535807,21482
4.75,-0.114977852247671,21256
5.0,-0.1558931685848966,21356
5.25,-0.1947799220302505,21318
5.5,-0.222010631340196,21250
5.75,-0.2283633137564379,21250
6.0,-0.2108124636519657,21256
6.25,-0.1769045474775081,21318
6.5,-0.1350529410497752,21354
6.75,-0.0950770629855758,21212
7.0,-0.05914170318646228,21212
7.25,-0.02847766045940467,21354
7.5,-0.001607941063818523,21482
